inkml_file_path,audio_file_path,latex_ground_truth,spoken_text
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1553-101.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1553-101.mp3,\mbox { PE },mbox start PE end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB0110.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB0110.mp3,$g_{0} = \sum_{n = 0}^{p - 1} ( \frac{n}{p} )$,$g sub start 0 end equals sum from sub start n equals 0 end to the power of start p minus 1 end fraction start n end start p end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/KME1G3_8_sub_25.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/KME1G3_8_sub_25.mp3,\int_1^2 ( \frac {x^2 - 1} {x^2} ) e^{x + \frac 1 x} d x,integral from sub 1 to the power of 2 fraction start x to the power of 2 minus 1 end start x to the power of 2 end e to the power of start x plus fraction 1 x end d x
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire036-equation008.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire036-equation008.mp3,$\sum_{k=1}^n k = \frac{n(n+1)}{2}$,$ sum from sub start k equals 1 end to the power of n k equals fraction start nn plus 1 end start 2 end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-131-0.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-131-0.mp3,\sin ^ 2 ( x ) + \cos ^ 2 ( x ) = 1,sin to the power of 2 x plus cos to the power of 2 x equals 1
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200924-1331-219.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200924-1331-219.mp3,{ u } _ { t },start u end sub start t end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1254-295.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1254-295.mp3,\frac { { - { 80.1 Y } } } { { \mbox { a } { F \mbox { E } } } },fraction start start minus start 80.1 Y end end end start start mbox start a end start F mbox start E end end end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire019-equation009.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire019-equation009.mp3,$p^{\beta-\alpha}$,$p to the power of start beta minus alpha end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire002-equation011.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire002-equation011.mp3,$X= \frac x{27}+\frac y{13}$,$X equals fraction x start 27 end plus fraction y start 13 end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB2207.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB2207.mp3,$\frac{( x + 3 ) ( x - 5 )}{3 ( x - 1 )} \gt 0$,$ fraction start x plus 3 x minus 5 end start 3 x minus 1 end gt 0$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1253-148.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1253-148.mp3,\left ( z \left ( \mbox { w } \right ) \right ),z mbox start w end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200922-947-80.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200922-947-80.mp3,e ^ { \int x ^ 2 d x },e to the power of start integral from x to the power of 2 d x end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_22_sub_39.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_22_sub_39.mp3,\sin x - \sin y - \sin \left( x - y \right),sin x minus sin y minus sin x minus y
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1253-81.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1253-81.mp3,{ \mbox { v } \lt l },start mbox start v end lt l end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/2009210-947-159.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/2009210-947-159.mp3,\mbox { ej },mbox start ej end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_6_sub_73.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_6_sub_73.mp3,\alpha_{n + 1} - 3 \beta = \frac{2}{3} \alpha_{n} + \beta - 3 \beta,alpha sub start n plus 1 end minus 3 beta equals fraction start 2 end start 3 end alpha sub start n end plus beta minus 3 beta
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB2122.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB2122.mp3,$\int\limits_{0}^{\infty} f ( x ) dx = \lim_{b \to \infty} \int\limits_{0}^{b} f ( x ) dx$,$ integral from limit as its sub start 0 end to the power of start in fty end f x dx equals limit as sub start b to in fty end integral from limit as its sub start 0 end to the power of start b end f x dx$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1556-177.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1556-177.mp3,\sigma,sigma
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200926-131-190.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200926-131-190.mp3,{ \frac { i } { \mbox { G } } \sum { \pi } },start fraction start i end start mbox start G end end sum from start pi end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/10_em_81.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/10_em_81.mp3,$\Delta H_I$,$Delta H sub I$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/2009213-137-0.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/2009213-137-0.mp3,\sin ^ 2 ( x ) + \cos ^ 2 ( x ) = 1,sin to the power of 2 x plus cos to the power of 2 x equals 1
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/76_Frank.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/76_Frank.mp3,$a = b \cos C + c \cos B$,$a equals b cos C plus c cos B$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1253-39.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1253-39.mp3,5.6,5.6
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB1269.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB1269.mp3,$\int\limits_{a}^{b} f ( x ) dx = F ( b ) - F ( a )$,$ integral from limit as its sub start a end to the power of start b end f x dx equals F b minus F a $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1251-73.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1251-73.mp3,a ^ { b ^ { c ^ d } },a to the power of start b to the power of start c to the power of d end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB2924.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB2924.mp3,$\frac{1}{{n^{2}}} \leq \frac{1}{n - 1} - \frac{1}{n}$,$ fraction start 1 end start start n to the power of start 2 end end end leq fraction start 1 end start n minus 1 end minus fraction start 1 end start n end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/107_jorge.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/107_jorge.mp3,$a^2 + b^2 = (a+bi)(a-bi)$,$a to the power of 2 plus b to the power of 2 equals a plus bia minus bi$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB2919.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB2919.mp3,${( x + 1 )^{n + 1}} = ( x + 1 ) {( x + 1 )^{n}}$,$ start x plus 1 to the power of start n plus 1 end end equals x plus 1 start x plus 1 to the power of start n end end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-131-307.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-131-307.mp3,33,33
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/2009213-137-53.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/2009213-137-53.mp3,\mbox { R } \left ( { s } ^ { q } \right ),mbox start R end start s end to the power of start q end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB3167.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB3167.mp3,$\frac{1}{{n^{2}}} \leq \frac{1}{n - 1} - \frac{1}{n}$,$ fraction start 1 end start start n to the power of start 2 end end end leq fraction start 1 end start n minus 1 end minus fraction start 1 end start n end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1254-330.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1254-330.mp3,\sum _ { { g = z } } ^ { \sqrt { \mbox { j } } } { \mbox { L } },sum from sub start start g equals z end end to the power of start square root of start mbox start j end end end start mbox start L end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB1678.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB1678.mp3,$\frac{b}{{a^{2}} - a} - \frac{b}{a - 1}$,$ fraction start b end start start a to the power of start 2 end end minus a end minus fraction start b end start a minus 1 end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/111_Frank.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/111_Frank.mp3,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$,$ square root of [n] start 1 end equals cos fraction start 2k pi end start n end plus i sin fraction start 2k pi end start n end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/KME2G3_2_sub_28.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/KME2G3_2_sub_28.mp3,z_1^2 + 1^z - z_2^2 + 2^z,z sub 1 to the power of 2 plus 1 to the power of z minus z sub 2 to the power of 2 plus 2 to the power of z
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire020-equation060.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire020-equation060.mp3,$95 + ((138 \div 36) \div (86 \div 131)) \leq 101$,$95 plus 138 div 36 div 86 div 131 leq 101$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire037-equation033.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire037-equation033.mp3,$\frac{z}{1}=\frac{x}{y}$,$ fraction start z end start 1 end equals fraction start x end start y end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire022-equation047.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire022-equation047.mp3,"$(Y,d_Y)$","$Y,d sub Y$"
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/35_em_17.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/35_em_17.mp3,$x^2+x+1$,$x to the power of 2 plus x plus 1$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/23_em_73.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/23_em_73.mp3,$B_{m+1}$,$B sub start m plus 1 end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire007-equation072.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire007-equation072.mp3,"$(h,k)=1$","$h,k equals 1$"
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB1579.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB1579.mp3,$\int\limits_{0}^{+ \infty} {x^{n}} {e^{- x}} dx = n !$,$ integral from limit as its sub start 0 end to the power of start plus in fty end start x to the power of start n end end start e to the power of start minus x end end dx equals n !$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire013-equation045.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire013-equation045.mp3,$179 \times 188 = 33652$,$179 times 188 equals 33652$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB0916.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB0916.mp3,$3 + 3$,$3 plus 3$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB1501.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB1501.mp3,$\lim_{n \to \infty} \frac{{n^{2}} + 3 n}{2 {n^{2}} + 1} = \frac{1}{2}$,$ limit as sub start n to in fty end fraction start start n to the power of start 2 end end plus 3 n end start 2 start n to the power of start 2 end end plus 1 end equals fraction start 1 end start 2 end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire010-equation059.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire010-equation059.mp3,$a^{ij} = g^{ik} g^{jl} a_{kl}$,$a to the power of start ij end equals g to the power of start ik end g to the power of start jl end a sub start kl end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/2009213-137-93.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/2009213-137-93.mp3,{ \sin } ^ { \gamma } 7,start sin end to the power of start gamma end 7
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/2009212-1031-134.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/2009212-1031-134.mp3,{ Y - \mbox { P } },start Y minus mbox start P end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/rit_4210_3.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/rit_4210_3.mp3,$ \frac {\pm \infty} {\pm \infty} $,$ fraction start pm in fty end start pm in fty end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire052-equation057.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire052-equation057.mp3,$\frac{X_1 + \ldots + X_n}{n}$,$ fraction start X sub 1 plus ldots plus X sub n end start n end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1253-191.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1253-191.mp3,x,x
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/514_em_327.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/514_em_327.mp3,$n \rightarrow \infty$,$n arrow in fty$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/120_em_296.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/120_em_296.mp3,$|B-\beta|$,$|B minus beta |$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB0544.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB0544.mp3,${x^{2}}$,$ start x to the power of start 2 end end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/2009212-1031-109.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/2009212-1031-109.mp3,\left ( M \right ),M
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire012-equation043.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire012-equation043.mp3,$2^2 + 3^2 + 4^2$,$2 to the power of 2 plus 3 to the power of 2 plus 4 to the power of 2$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/2009213-137-213.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/2009213-137-213.mp3,\left ( 2 \right ),2
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire035-equation029.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire035-equation029.mp3,"$X_0,\ldots,X_n$","$X sub 0,ldots,X sub n$"
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire011-equation027.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire011-equation027.mp3,$a_{n+2}=a_n-q_{n+2}a_{n+1}$,$a sub start n plus 2 end equals a sub n minus q sub start n plus 2 end a sub start n plus 1 end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/118_Nina.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/118_Nina.mp3,$P(x) = \sum_{i=0}^{n} a_j x^j$,$Px equals sum from sub start i equals 0 end to the power of start n end a sub j x to the power of j$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire048-equation049.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire048-equation049.mp3,"$d_{0,0}^{2} = \frac{3 \cos^2 \theta - 1}{2}$","$d sub start 0,0 end to the power of start 2 end equals fraction start 3 cos to the power of 2 theta minus 1 end start 2 end $"
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200924-1331-41.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200924-1331-41.mp3,\mbox { tjb },mbox start tjb end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200922-1017-52.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200922-1017-52.mp3,1.4,1.4
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire020-equation018.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire020-equation018.mp3,$a b c d$,$a b c d$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/KME2G3_28_sub_22.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/KME2G3_28_sub_22.mp3,x_x^x + y_y^y + z_z^z - x - y - z,x sub x to the power of x plus y sub y to the power of y plus z sub z to the power of z minus x minus y minus z
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200922-1017-17.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200922-1017-17.mp3,\sum { d },sum from start d end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200924-1312-273.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200924-1312-273.mp3,{ \frac { { \mbox { j } \left ( \mbox { s } \right ) - \sum { \mbox { X } } } } { { S } _ { { X } _ { f } } } \sum { \mbox { F } } },start fraction start start mbox start j end mbox start s end minus sum from start mbox start X end end end end start start S end sub start start X end sub start f end end end sum from start mbox start F end end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/KME2G3_16_sub_30.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/KME2G3_16_sub_30.mp3,\sum_{i = 2 n + 3 m}^{1 0} i x,sum from sub start i equals 2 n plus 3 m end to the power of start 1 0 end i x
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire006-equation049.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire006-equation049.mp3,$x \times (- \infty)$,$x times minus in fty$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/KME2G3_9_sub_14.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/KME2G3_9_sub_14.mp3,( y + 1 )^2 = y^2 + 2 y + 1,y plus 1 to the power of 2 equals y to the power of 2 plus 2 y plus 1
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/116_em_168.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/116_em_168.mp3,$M_k(n) = \frac{1}{2}n(n^k+1)$,$M sub kn equals fraction start 1 end start 2 end nn to the power of k plus 1$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/511_em_271.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/511_em_271.mp3,$f+g$,$f plus g$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/2009210-947-220.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/2009210-947-220.mp3,L,L
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/2009213-139-118.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/2009213-139-118.mp3,\sqrt { \mbox { M } },square root of start mbox start M end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire011-equation062.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire011-equation062.mp3,"$\pm w( r, t)$","$pm w r, t$"
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB3122.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB3122.mp3,$3 {a^{2}} {b^{3}} + 5 {a^{3}} {b^{2}} - \frac{{a^{5}} {b^{8}}}{2}$,$3 start a to the power of start 2 end end start b to the power of start 3 end end plus 5 start a to the power of start 3 end end start b to the power of start 2 end end minus fraction start start a to the power of start 5 end end start b to the power of start 8 end end end start 2 end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1553-144.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1553-144.mp3,\mbox { l },mbox start l end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_25_sub_39.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_25_sub_39.mp3,\sin x - \sin y - \sin \left( x - y \right),sin x minus sin y minus sin x minus y
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire038-equation064.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire038-equation064.mp3,$X_0(p)$,$X sub 0p$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB1685.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB1685.mp3,$( y - 3 ) ( y + 3 ) + y ( y + 3 ) = 0$,$ y minus 3 y plus 3 plus y y plus 3 equals 0$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB1254.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB1254.mp3,$a_{n} = a_{1} + ( n - 1 ) d$,$a sub start n end equals a sub start 1 end plus n minus 1 d$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire008-equation025.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire008-equation025.mp3,$(72 \div 151) \div (10 \times 152) \leq 0$,$72 div 151 div 10 times 152 leq 0$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/508_em_80.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/508_em_80.mp3,$\mathrm{M}_2$,$mathrm start M end sub 2$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire006-equation031.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire006-equation031.mp3,$6 = 2^1(2^2-1)$,$6 equals 2 to the power of 12 to the power of 2 minus 1$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_13_sub_43.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_13_sub_43.mp3,\frac{2 \tan \alpha}{1 - \tan^{2} \alpha},fraction start 2 tan alpha end start 1 minus tan to the power of start 2 end alpha end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/RIT_2014_163.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/RIT_2014_163.mp3,$ \frac {4 x ^ {2} - 9} {4 x ^ {2} + 12 x + 9} $,$ fraction start 4 x to the power of start 2 end minus 9 end start 4 x to the power of start 2 end plus 12 x plus 9 end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_22_sub_9.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_22_sub_9.mp3,\sqrt{b^{2} - 4 a c},square root of start b to the power of start 2 end minus 4 a c end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB2677.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB2677.mp3,$\sqrt{a} = {2^{- n}} \sqrt{{4^{n}} a}$,$ square root of start a end equals start 2 to the power of start minus n end end square root of start start 4 to the power of start n end end a end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire022-equation002.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire022-equation002.mp3,"$u, v, w, x$","$u, v, w, x$"
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/RIT_2014_126.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/RIT_2014_126.mp3,$ \frac {1} {1 - z ^ {- 1}} $,$ fraction start 1 end start 1 minus z to the power of start minus 1 end end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/37_em_22.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/37_em_22.mp3,$\int X(x) e^{- a x } a^x dx$,$ integral from Xx e to the power of start minus a x end a to the power of x dx$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire034-equation057.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire034-equation057.mp3,$X(t)=X(0)+\int_0^t X(s) ds$,$Xt equals X0 plus integral from sub 0 to the power of t Xs ds$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/20_em_28.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/20_em_28.mp3,$1.379194171$,$1.379194171$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire008-equation060.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire008-equation060.mp3,$(176 + (115 \times 196)) / 67 = 339.04$,$176 plus 115 times 196 / 67 equals 339.04$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/29_em_150.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/29_em_150.mp3,${60}^o\!$,$ start 60 end to the power of o!$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/2009210-947-199.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/2009210-947-199.mp3,\sqrt { \sqrt { y } },square root of start square root of start y end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire045-equation041.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire045-equation041.mp3,$10^{-4}$,$10 to the power of start minus 4 end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1553-2.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1553-2.mp3,\int e ^ { x ^ 2 } x ^ 3 d x,integral from e to the power of start x to the power of 2 end x to the power of 3 d x
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_7_sub_29.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_7_sub_29.mp3,x^{i + 2 j \times k^{3} - 2 \frac{j}{i}},x to the power of start i plus 2 j times k to the power of start 3 end minus 2 fraction start j end start i end end
